"spkid","full_name","diameter","per","moid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per_y","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20674590,"674590 (2015 RH2)",,491,0.0109,674590,,,Y,Y,0,22.00,,,,,,,,,10.672,,,,,,,,,83,2461000.5,61000,2025-11-21.0,J2000,0.2666,1.218,0.893,5.36,332.37,115.39,143.37,1.54,0.7333,2460804.99,2025-05-09.4,1.34,4.23,3.66,5.2,2.6e-08,1.0e-08,3.2e-08,5.0e-06,2.4e-05,2.5e-05,1.0e-05,1.3e-08,9.1e-09,1.3e-05,6.1e-06,APO,"Otto Matic",3146,2015-08-21,2024-04-01,401,0,1,0,.35221,,,,-1.3e-13,3.8e-14,,,,
20674942,"674942 (2015 TX143)",,727,0.0975,674942,,,Y,N,0,19.72,,,,,,,,,,,,,,,,,,"JPL 129",2461000.5,61000,2025-11-21.0,J2000,0.5528,1.582,0.708,8.58,157.46,322.68,317.42,2.46,0.4952,2461086.50,2026-02-14.9,1.99,38,2.68,4.2,2.3e-08,2.7e-09,3.7e-08,3.5e-06,2.7e-05,2.7e-05,3.4e-06,4.1e-09,1.3e-09,7.0e-06,1.8e-06,APO,"Otto Matic",3631,2015-10-08,2025-09-16,617,,,0,.4899,,,,,,,,,
20675214,"675214 (2015 VR1)",,730,0.148,675214,,,Y,N,0,20.90,,,,,,,,,,,,,,,,,,"JPL 45",2461000.5,61000,2025-11-21.0,J2000,0.3687,1.586,1.001,19.24,214.29,244.99,329.75,2.17,0.4934,2461061.82,2026-01-21.3,2,57.5,3.21,4.25,2.2e-07,7.0e-09,3.4e-07,2.9e-05,3.7e-05,9.0e-05,5.1e-05,9.6e-09,3.3e-09,1.0e-04,4.8e-06,APO,"Otto Matic",3613,2015-11-02,2025-09-23,153,,,0,.58392,,,,,,,,,
20675481,"675481 (2015 XL128)",0.492,1.51e+03,0.192,675481,,,Y,N,0,17.82,,,,,,,,0.563,,,,,,,,,0.08,48,2461000.5,61000,2025-11-21.0,J2000,0.7020,2.574,0.767,17.94,42.17,161.28,123.47,4.38,0.2386,2460483.03,2024-06-21.5,4.13,74.6,0.659,2.97,5.2e-08,3.1e-08,1.3e-07,1.1e-05,4.3e-05,4.4e-05,1.6e-05,5.3e-08,4.3e-09,5.8e-05,2.7e-05,APO,"Otto Matic",10444,1995-07-07,2024-02-09,231,,,0,.40033,,,,,,,,,
20675603,"675603 (2015 XE352)",,564,0.015,675603,,,Y,Y,0,20.94,,,,,,,,,6.9182,,,,,,,,,74,2461000.5,61000,2025-11-21.0,J2000,0.3891,1.335,0.816,2.05,45.16,225.61,300.84,1.85,0.6388,2461093.12,2026-02-21.6,1.54,5.85,3.25,4.83,2.7e-08,7.3e-09,3.2e-08,3.4e-06,8.3e-05,8.2e-05,1.1e-05,1.0e-08,5.2e-09,1.7e-05,4.6e-06,APO,"Otto Matic",2960,2015-12-06,2024-01-13,453,,,0,.45842,,,,,,,,,
20675689,"675689 (2015 YA10)",,703,0.0601,675689,,,Y,N,0,20.56,,,,,,,,,,,,,,,,,,29,2461000.5,61000,2025-11-21.0,J2000,0.6556,1.547,0.533,9.55,45.12,302.71,86.36,2.56,0.512,2460831.84,2025-06-05.3,1.92,23.4,2.9,4.17,6.2e-08,2.1e-08,1.0e-07,9.7e-06,3.0e-05,2.9e-05,3.0e-05,3.6e-08,1.1e-08,5.5e-05,1.5e-05,APO,"Otto Matic",2681,2015-12-30,2023-05-03,131,,,0,.50966,,,,,,,,,
20675797,"675797 (2016 AX147)",,1.42e+03,0.178,675797,,,Y,N,0,17.54,,,,,,,,,,,,,,,,,,173,2461000.5,61000,2025-11-21.0,J2000,0.5616,2.472,1.084,9.88,302.54,283.58,146.56,3.86,0.2536,2460422.55,2024-04-22.0,3.89,69.2,1.39,3.23,2.5e-08,1.6e-08,5.7e-08,5.5e-06,1.7e-05,1.9e-05,3.3e-06,2.5e-08,2.5e-09,1.3e-05,1.4e-05,AMO,"Otto Matic",8437,2001-08-23,2024-09-28,804,,,0,.35738,,,,,,,,,
20676261,"676261 (2016 EE156)",1.990,1.51e+03,0.478,676261,,,Y,N,0,17.89,,,,,,,,0.031,,,,,,,,,0.14,70,2461000.5,61000,2025-11-21.0,J2000,0.8113,2.577,0.486,29.01,134.05,175.73,97.64,4.67,0.2383,2460590.75,2024-10-07.2,4.14,186,0.671,2.74,4.0e-08,2.7e-08,9.9e-08,7.8e-06,1.8e-05,2.2e-05,1.0e-05,4.9e-08,3.8e-09,3.8e-05,2.4e-05,APO,"Otto Matic",3236,2016-02-28,2025-01-07,360,,,0,.44022,,,,,,,,,
20676362,"676362 (2016 FG15)",0.686,1.44e+03,0.225,676362,,,Y,N,0,19.96,,,,,,,,0.041,,,,,,,,,0.26,41,2461000.5,61000,2025-11-21.0,J2000,0.6945,2.498,0.763,16.62,72.48,183.79,144.32,4.23,0.2496,2460422.38,2024-04-21.8,3.95,87.7,0.846,3.04,3.8e-08,1.6e-08,9.7e-08,9.7e-06,8.7e-05,8.5e-05,5.8e-06,2.7e-08,2.4e-09,1.9e-05,1.4e-05,APO,"Otto Matic",2936,2016-02-06,2024-02-20,157,,,0,.42822,,,,,,,,,
20676480,"676480 (2016 GZ215)",,743,0.259,676480,,,Y,N,0,21.08,,,,,,,,,,,,,,,,,,68,2461000.5,61000,2025-11-21.0,J2000,0.2292,1.606,1.238,6.57,101.46,31.09,310.68,1.97,0.4843,2461102.33,2026-03-02.8,2.04,101,3.08,4.32,1.1e-07,1.6e-08,1.9e-07,4.3e-06,2.3e-05,3.3e-05,1.8e-05,2.0e-08,7.5e-09,3.8e-05,1.1e-05,AMO,"Otto Matic",2952,2016-02-11,2024-03-12,294,,,0,.51031,,,,,,,,,
20677578,"677578 (2017 AV3)",,729,0.233,677578,,,Y,N,0,19.68,,,,,,,,,,,,,,,,,,27,2461000.5,61000,2025-11-21.0,J2000,0.5120,1.585,0.773,36.49,128.32,193.81,225.60,2.40,0.4939,2461272.62,2026-08-20.1,2,90.8,2.94,4.04,1.5e-07,3.0e-08,2.5e-07,2.8e-05,5.1e-05,9.6e-05,8.9e-05,4.6e-08,1.4e-08,1.9e-04,2.1e-05,APO,"Otto Matic",3374,2014-12-20,2024-03-16,89,,,0,.50156,,,,,,,,,
20677579,"677579 (2017 AF5)",,1.43e+03,0.156,677579,,,Y,N,0,17.78,,,,,,,,,49.68,,,,,,,,,59,2461000.5,61000,2025-11-21.0,J2000,0.9497,2.479,0.125,20.88,323.27,11.20,110.08,4.83,0.2525,2460564.57,2024-09-11.0,3.9,60.7,0.702,2.5,2.2e-08,3.7e-08,5.5e-08,1.4e-05,1.2e-05,1.2e-05,1.7e-05,7.2e-08,5.6e-09,5.7e-05,3.2e-05,APO,"Otto Matic",3332,2016-01-18,2025-03-03,408,,,0,.48175,,,,,,,,,
20677600,"677600 (2017 BM6)",,841,0.08,677600,,,Y,N,0,19.96,,,,,,,,,,,,,,,,,,21,2461000.5,61000,2025-11-21.0,J2000,0.6913,1.744,0.539,6.23,43.61,325.15,320.27,2.95,0.4278,2461093.38,2026-02-21.8,2.3,31.1,2.51,3.81,1.0e-07,1.3e-08,1.8e-07,5.1e-06,1.4e-04,1.3e-04,1.9e-05,2.1e-08,4.6e-09,4.5e-05,9.1e-06,APO,"Otto Matic",3518,2014-06-26,2024-02-12,96,,,0,.55347,,,,,,,,,
20677781,"677781 (2017 DV34)",,642,0.283,677781,,,Y,N,0,21.74,,,,,,,,,,,,,,,,,,14,2461000.5,61000,2025-11-21.0,J2000,0.1458,1.456,1.244,28.93,150.24,323.24,25.83,1.67,0.561,2460954.46,2025-10-05.9,1.76,110,3.41,4.49,8.1e-08,3.5e-09,1.2e-07,2.0e-05,6.1e-06,4.0e-05,3.4e-05,4.0e-09,2.0e-09,6.1e-05,2.3e-06,AMO,"Otto Matic",3512,2014-07-31,2024-03-12,84,,,0,.67982,,,,,,,,,
20678010,"678010 (2017 FE101)",,654,0.0527,678010,,,Y,N,0,19.18,,,,,,,,,,,,,,,,,,31,2461000.5,61000,2025-11-21.0,J2000,0.4059,1.474,0.876,53.57,187.62,222.46,37.08,2.07,0.5507,2460933.16,2025-09-14.6,1.79,20.5,3.58,4.11,2.9e-07,5.0e-08,4.5e-07,3.6e-05,5.4e-06,6.2e-05,5.9e-05,7.1e-08,2.8e-08,1.1e-04,3.3e-05,APO,"Otto Matic",2549,2017-03-25,2024-03-17,149,,,1,.45332,,,,,,,,,
20678263,"678263 (2017 QP17)",,449,0.358,678263,,,Y,N,0,19.58,,,,,,,,,,,,,,,,,,27,2461000.5,61000,2025-11-21.0,J2000,0.4575,1.147,0.622,24.22,252.34,188.90,195.19,1.67,0.802,2461206.00,2026-06-14.4,1.23,139,3.61,5.3,1.1e-07,9.9e-09,1.2e-07,1.6e-05,1.6e-05,1.9e-05,3.6e-05,1.4e-08,1.0e-08,4.7e-05,5.8e-06,APO,"Otto Matic",2478,2017-08-20,2024-06-02,115,,,0,.47289,,,,,,,,,
20678413,"678413 (2017 SV20)",,543,0.00747,678413,,,Y,Y,0,18.76,,,,,,,,,,,,,,,,,,68,2461000.5,61000,2025-11-21.0,J2000,0.3052,1.303,0.905,22.73,110.85,119.67,317.25,1.70,0.6625,2461065.04,2026-01-24.5,1.49,2.91,3.43,4.87,3.3e-07,8.5e-09,4.3e-07,1.2e-05,3.2e-05,4.8e-05,9.6e-05,1.1e-08,6.5e-09,1.5e-04,5.3e-06,APO,"Otto Matic",4463,2011-11-22,2024-02-10,239,,,0,.63096,,,,,,,,,
20678715,"678715 (2017 VV14)",,1.22e+03,0.0479,678715,,,Y,Y,0,18.34,,,,,,,,,,,,,,,,,,28,2461000.5,61000,2025-11-21.0,J2000,0.8459,2.239,0.345,15.87,77.85,234.78,165.91,4.13,0.2943,2460436.69,2024-05-06.1,3.35,18.6,1.53,3,4.7e-08,3.6e-08,1.1e-07,8.8e-06,3.5e-05,3.4e-05,7.3e-06,6.6e-08,7.0e-09,1.6e-05,2.9e-05,APO,"Otto Matic",2613,2017-01-31,2024-03-28,140,,,0,.59635,,,,,,,,,
20678861,"678861 (2017 YH)",,185,0.116,678861,,,Y,N,0,18.12,,,,,,,,,3.8896,,,,,,,,,55,2461000.5,61000,2025-11-21.0,J2000,0.4823,0.6346,0.329,19.85,134.15,147.53,71.22,0.94,1.95,2460963.97,2025-10-15.4,0.506,45.2,4.22,8.78,1.1e-07,5.7e-09,6.8e-08,6.0e-05,7.2e-05,7.6e-05,8.3e-05,8.5e-09,2.6e-08,4.2e-05,2.5e-06,IEO,"Otto Matic",2980,2016-12-05,2025-02-01,248,,,1,.41403,,,,,,,,,
20678899,"678899 (2018 AG2)",,705,0.0569,678899,,,Y,N,0,19.83,,,,,,,,,,,,,,,,,,33,2461000.5,61000,2025-11-21.0,J2000,0.3909,1.551,0.945,23.75,158.99,235.78,74.27,2.16,0.5104,2460855.00,2025-06-28.4,1.93,22.2,3.45,4.28,4.1e-08,1.1e-08,6.3e-08,8.9e-06,1.1e-05,1.4e-05,2.0e-05,1.5e-08,5.3e-09,3.9e-05,7.3e-06,APO,"Otto Matic",3895,2013-07-17,2024-03-16,155,,,0,.55329,,,,,,,,,
20678927,"678927 (2018 BP)",,709,0.00322,678927,,,Y,Y,0,20.56,,,,,,,,,0.9476,,,,,,,,,70,2461000.5,61000,2025-11-21.0,J2000,0.3977,1.557,0.938,3.33,183.27,216.53,40.10,2.18,0.5074,2460921.47,2025-09-02.9,1.94,1.25,3.25,4.34,2.8e-08,7.8e-09,4.4e-08,2.7e-06,8.5e-05,8.3e-05,1.4e-05,1.1e-08,3.8e-09,2.7e-05,5.4e-06,APO,"Otto Matic",2485,2017-05-21,2024-03-10,321,,,0,.45052,,,,,,,,,
20678964,"678964 (2018 CC14)",,1.1e+03,0.0275,678964,,,Y,N,0,22.40,,,,,,,,,,,,,,,,,,18,2461000.5,61000,2025-11-21.0,J2000,0.5456,2.081,0.945,5.89,200.36,343.06,198.65,3.22,0.3284,2461491.79,2027-03-27.2,3,10.7,1.76,3.56,1.5e-08,9.7e-09,3.1e-08,3.3e-06,6.7e-05,6.2e-05,6.1e-06,1.5e-08,2.3e-09,2.1e-05,7.7e-06,APO,"Otto Matic",4517,2012-01-03,2024-05-16,97,,,0,.48586,,,,9.4e-14,3.0e-14,,,,
20678976,"678976 (2018 EH4)",,1.08e+03,0.0242,678976,,,Y,Y,0,21.68,,,,,,,,,,,,,,,,,,21,2461000.5,61000,2025-11-21.0,J2000,0.6125,2.06,0.798,6.19,2.80,75.27,237.67,3.32,0.3333,2461367.57,2026-11-23.0,2.96,9.42,2.04,3.51,2.1e-08,8.9e-09,4.3e-08,1.4e-05,5.7e-05,5.6e-05,8.4e-06,1.4e-08,2.2e-09,2.7e-05,7.0e-06,APO,"Otto Matic",3264,2015-04-10,2024-03-17,128,,,0,.57627,,,,,,,,,
20678989,"678989 (2018 GY4)",,321,0.176,678989,,,Y,N,0,19.06,,,,,,,,,,,,,,,,,,24,2461000.5,61000,2025-11-21.0,J2000,0.7101,0.9181,0.266,17.24,266.98,102.77,26.91,1.57,1.12,2460976.48,2025-10-27.9,0.88,68.6,4,6.23,3.4e-07,5.8e-09,3.1e-07,8.0e-06,1.3e-04,1.2e-04,4.2e-05,9.9e-09,1.1e-08,3.7e-05,3.0e-06,ATE,"Otto Matic",5520,2010-02-17,2025-03-30,95,,,0,.5635,,,,,,,,,
20679164,"679164 (2018 VG8)",,1.65e+03,0.321,679164,,,Y,N,0,19.00,,,,,,,,,,,,,,,,0.40,,22,2461000.5,61000,2025-11-21.0,J2000,0.5270,2.73,1.291,6.14,144.29,309.75,205.30,4.17,0.2185,2461708.52,2027-10-30.0,4.51,125,1.12,3.13,5.6e-08,2.1e-08,1.5e-07,1.2e-05,6.6e-05,7.1e-05,1.5e-05,3.3e-08,2.6e-09,7.5e-05,1.9e-05,AMO,"Otto Matic",7853,2001-04-16,2022-10-16,94,,,0,.68261,,,,,,,,,
20679337,"679337 (2019 AQ4)",,469,0.465,679337,,,Y,N,0,19.19,,,,,,,,,,,,,,,,0.22,,23,2461000.5,61000,2025-11-21.0,J2000,0.5329,1.181,0.552,46.96,300.90,358.98,316.93,1.81,0.7675,2461056.61,2026-01-16.1,1.28,181,3.44,4.96,2.3e-07,1.1e-08,2.7e-07,4.0e-05,7.3e-06,8.8e-05,2.4e-04,1.6e-08,1.0e-08,3.1e-04,6.3e-06,APO,"Otto Matic",3324,2014-12-26,2024-02-01,88,,,1,.47423,,,,,,,,,
20679420,"679420 (2019 EV2)",,598,0.402,679420,,,Y,N,0,19.58,,,,,,,,,,,,,,,,0.40,,24,2461000.5,61000,2025-11-21.0,J2000,0.6576,1.389,0.476,66.37,181.10,218.31,89.32,2.30,0.6021,2460852.15,2025-06-25.6,1.64,156,3.5,4.06,3.5e-07,1.4e-08,4.9e-07,3.0e-05,6.1e-06,1.5e-05,6.5e-05,2.3e-08,8.9e-09,1.1e-04,8.9e-06,APO,"Otto Matic",4754,2011-03-26,2024-03-31,114,,,0,.5726,,,,,,,,,
20679440,"679440 (2019 GT2)",,911,0.0446,679440,,,Y,Y,0,19.10,,,,,,,,,,,,,,,,0.37,,13,2461000.5,61000,2025-11-21.0,J2000,0.5108,1.839,0.900,6.74,88.38,343.91,316.00,2.78,0.3951,2461111.86,2026-03-12.3,2.49,17.3,2.54,3.84,1.0e-07,2.8e-08,1.9e-07,7.5e-06,7.5e-05,8.6e-05,8.7e-05,4.2e-08,9.0e-09,2.2e-04,2.1e-05,APO,"Otto Matic",3724,2014-01-04,2024-03-16,88,,,0,.72544,,,,,,,,,
20679648,"679648 (2019 XS)",,369,0.00385,679648,,,Y,N,0,23.85,,,,,,,,,2.35,,,,,,,0.33,,32,2461000.5,61000,2025-11-21.0,J2000,0.3265,1.006,0.678,4.45,49.46,250.52,68.84,1.33,0.9769,2460930.03,2025-09-11.5,1.01,1.5,3.86,6,1.7e-08,5.3e-09,1.8e-08,4.0e-06,1.4e-06,2.1e-06,1.0e-05,7.0e-09,7.7e-09,1.0e-05,2.9e-06,APO,"Davide Farnocchia",8648,2000-04-04,2023-12-08,137,4,1,0,.3931,,,,-1.7e-13,1.6e-14,,,,
20679655,"679655 (2020 BS12)",,664,0.0359,679655,,,Y,Y,0,20.11,,,,,,,,,,,,,,,,0.38,,20,2461000.5,61000,2025-11-21.0,J2000,0.7456,1.49,0.379,4.63,311.96,90.30,98.14,2.60,0.5419,2460819.38,2025-05-23.8,1.82,14,2.85,4.2,7.6e-08,2.3e-08,1.1e-07,6.2e-06,1.0e-04,1.0e-04,3.0e-05,4.1e-08,1.3e-08,5.2e-05,1.6e-05,APO,"Otto Matic",3632,2010-06-07,2020-05-17,98,,,0,.73645,,,,,,,,,
20679656,"679656 (2020 BP13)",,717,0.01,679656,,,Y,Y,0,21.06,,,,,,,,,,,,,,,,0.46,,75,2461000.5,61000,2025-11-21.0,J2000,0.3523,1.568,1.016,8.14,208.98,357.30,294.37,2.12,0.502,2461131.22,2026-03-31.7,1.96,3.9,2.84,4.34,1.6e-08,5.1e-09,2.5e-08,3.3e-06,1.4e-05,1.5e-05,3.7e-06,7.0e-09,2.5e-09,7.2e-06,3.5e-06,APO,"Otto Matic",3098,2015-12-18,2024-06-11,367,,,0,.53416,,,,,,,,,
20679657,"679657 (2020 BE15)",,747,0.129,679657,,,Y,N,0,20.04,,,,,,,,,,,,,,,,0.47,,25,2461000.5,61000,2025-11-21.0,J2000,0.8955,1.61,0.168,16.53,164.32,193.46,338.41,3.05,0.4822,2461045.26,2026-01-04.7,2.04,50.4,2.4,3.71,2.3e-07,4.1e-08,3.7e-07,5.3e-05,4.2e-05,5.7e-05,2.9e-05,7.7e-08,1.8e-08,6.2e-05,2.8e-05,APO,"Otto Matic",2957,2016-02-10,2024-03-16,122,,,0,.56316,,,,,,,,,
20679756,"679756 (2020 KP1)",,730,0.113,679756,,,Y,N,0,23.13,,,,,,,,,,,,,,,,0.28,,13,2461000.5,61000,2025-11-21.0,J2000,0.2913,1.587,1.125,31.36,234.29,354.48,275.27,2.05,0.493,2461172.36,2026-05-11.8,2,44.1,2.95,4.18,9.2e-08,4.3e-09,1.5e-07,6.2e-05,5.7e-06,2.2e-04,1.2e-04,5.6e-09,2.0e-09,2.4e-04,3.0e-06,AMO,"Otto Matic",3660,2014-05-24,2024-05-31,93,,,0,.6335,,,,,,,,,
20679757,"679757 (2020 KW7)",,1.12e+03,0.0575,679757,,,Y,N,0,19.99,,,,,,,,,,,,,,,,0.27,,25,2461000.5,61000,2025-11-21.0,J2000,0.6364,2.109,0.767,13.02,107.53,279.16,248.67,3.45,0.3219,2461346.39,2026-11-01.8,3.06,22.4,2.18,3.42,4.1e-08,3.3e-08,7.9e-08,1.0e-05,1.7e-05,1.8e-05,1.4e-05,5.4e-08,7.6e-09,5.3e-05,2.6e-05,APO,"Otto Matic",3273,2015-02-23,2024-02-09,114,,,0,.48136,,,,,,,,,
20679786,"679786 (2020 QG3)",,1.1e+03,0.0164,679786,,,Y,Y,0,21.21,,,,,,,,,,,,,,,,0.34,,52,2461000.5,61000,2025-11-21.0,J2000,0.5652,2.089,0.908,7.43,186.54,229.79,243.85,3.27,0.3264,2461356.33,2026-11-11.8,3.02,6.37,2.15,3.53,1.7e-08,5.6e-09,3.6e-08,5.3e-06,1.1e-05,1.2e-05,1.7e-06,8.7e-09,1.3e-09,5.9e-06,4.4e-06,APO,"Otto Matic",4390,2012-02-27,2024-03-05,400,,,0,.53563,,,,,,,,,
20679814,"679814 (2020 TH5)",,621,0.0356,679814,,,Y,Y,0,21.04,,,,,,,,,,,,,,,,0.48,,"JPL 54",2461000.5,61000,2025-11-21.0,J2000,0.3986,1.425,0.857,4.60,175.77,326.47,286.24,1.99,0.5796,2461127.75,2026-03-28.2,1.7,13.9,3.04,4.61,2.3e-08,1.5e-08,3.1e-08,3.7e-06,5.7e-05,5.7e-05,1.7e-05,2.1e-08,9.3e-09,3.0e-05,1.0e-05,APO,"Otto Matic",4397,2013-09-03,2025-09-17,232,,,0,.50586,,,,,,,,,
20679829,"679829 Sucellos (2021 EC5)",,1.23e+03,0.127,679829,Sucellos,,Y,N,0,18.36,,,,,,,,,,,,,,,,0.53,,42,2461000.5,61000,2025-11-21.0,J2000,0.4925,2.243,1.138,16.71,241.99,9.59,121.23,3.35,0.2934,2460587.35,2024-10-03.8,3.36,49.4,1.71,3.42,5.1e-08,1.4e-08,1.2e-07,6.6e-06,1.4e-05,2.1e-05,4.0e-06,2.1e-08,2.8e-09,1.3e-05,1.2e-05,AMO,"Otto Matic",4718,2008-10-25,2021-09-25,257,,,0,.46135,,,,,,,,,
20679885,"679885 (2021 NQ5)",,747,0.000128,679885,,,Y,Y,0,21.14,,,,,,,,,,,,,,,,0.40,,33,2461000.5,61000,2025-11-21.0,J2000,0.4937,1.612,0.816,1.42,115.34,299.08,359.08,2.41,0.4818,2461002.41,2025-11-22.9,2.05,0.0498,2.98,4.2,3.6e-08,1.0e-08,6.1e-08,6.1e-06,1.3e-04,1.3e-04,1.1e-05,1.5e-08,4.6e-09,2.4e-05,7.1e-06,APO,"Otto Matic",3614,2014-04-25,2024-03-17,139,,,0,.48898,,,,,,,,,
20679969,"679969 (2022 PQ)",,800,0.188,679969,,,Y,N,0,20.87,,,,,,,,,,,,,,,,0.21,,11,2461000.5,61000,2025-11-21.0,J2000,0.2904,1.687,1.197,5.67,214.62,13.98,242.82,2.18,0.4499,2461260.96,2026-08-08.4,2.19,73,2.81,4.17,2.8e-08,3.6e-09,4.8e-08,4.1e-06,6.7e-05,6.8e-05,1.6e-05,4.6e-09,1.4e-09,3.4e-05,2.5e-06,AMO,"Otto Matic",4672,2011-08-21,2024-06-05,111,,,0,.56294,,,,,,,,,
20686964,"686964 (2011 GM44)",,252,0.0247,686964,,,Y,Y,0,19.68,,,,,,,,,,,,,,,,,,27,2461000.5,61000,2025-11-21.0,J2000,0.5191,0.7817,0.376,49.33,10.82,37.53,158.72,1.19,1.426,2460889.21,2025-08-01.7,0.691,9.61,4.38,7.09,5.9e-07,3.0e-09,4.6e-07,1.0e-04,1.8e-05,1.2e-05,8.3e-05,4.5e-09,8.1e-09,5.8e-05,1.4e-06,ATE,"Otto Matic",6555,2006-05-28,2024-05-08,143,,,0,.31931,,,,,,,,,
20688126,"688126 (2012 JS17)",,491,0.126,688126,,,Y,N,0,21.07,,,,,,,,,,,,,,,,,,24,2461000.5,61000,2025-11-21.0,J2000,0.4197,1.217,0.706,15.65,63.96,307.43,288.32,1.73,0.7339,2461098.16,2026-02-26.6,1.34,48.9,3.77,5.12,9.0e-08,5.7e-09,1.1e-07,1.1e-05,2.1e-05,2.2e-05,3.0e-05,8.1e-09,5.2e-09,4.1e-05,3.5e-06,APO,"Otto Matic",4602,2012-05-15,2024-12-20,91,,,0,.51545,,,,,,,,,
20688841,"688841 (2013 AV60)",,1.08e+03,0.109,688841,,,Y,N,0,18.77,,,,,,,,,3.2,,,,,,,,,62,2461000.5,61000,2025-11-21.0,J2000,0.7323,2.064,0.552,7.38,197.57,150.80,140.07,3.57,0.3325,2460579.21,2024-09-25.7,2.96,42.2,1.89,3.37,3.2e-08,8.5e-09,6.6e-08,4.7e-06,5.4e-05,5.4e-05,8.9e-06,1.5e-08,2.1e-09,2.4e-05,6.7e-06,APO,"Otto Matic",4408,2013-01-09,2025-02-03,433,,,0,.41707,,,,,,,,,
20690253,"690253 (2014 DE80)",,655,0.335,690253,,,Y,N,0,19.49,,,,,,,,,,,,,,,,,,33,2461000.5,61000,2025-11-21.0,J2000,0.8251,1.476,0.258,26.66,164.75,182.36,283.56,2.69,0.5498,2461139.52,2026-04-09.0,1.79,130,2.73,4.06,6.3e-08,1.0e-08,9.3e-08,1.6e-05,1.7e-05,2.1e-05,1.7e-05,1.9e-08,5.8e-09,3.1e-05,6.8e-06,APO,"Otto Matic",3709,2014-02-24,2024-04-21,98,,,0,.66978,,,,,,,,,
20693691,"693691 (2015 KJ157)",,335,0.172,693691,,,Y,N,0,19.19,,,,,,,,,,,,,,,,,,50,2461000.5,61000,2025-11-21.0,J2000,0.7374,0.9448,0.248,36.90,101.46,302.08,63.48,1.64,1.073,2460941.35,2025-09-22.8,0.918,66.8,4.01,5.97,2.7e-07,1.3e-08,2.5e-07,2.4e-05,3.5e-05,2.9e-05,7.5e-05,2.3e-08,2.2e-08,6.8e-05,7.0e-06,ATE,"Otto Matic",8045,2003-06-23,2025-07-02,235,,,1,.40384,,,,,,,,,
20696314,"696314 (2016 GN206)",,728,0.0779,696314,,,Y,N,0,20.14,,,,,,,,,,,,,,,,,,10,2461000.5,61000,2025-11-21.0,J2000,0.4720,1.584,0.836,20.19,11.76,320.00,194.02,2.33,0.4944,2461336.25,2026-10-22.7,1.99,30.3,3.14,4.2,3.7e-07,1.8e-08,5.9e-07,3.5e-05,1.5e-05,3.8e-05,2.5e-05,2.6e-08,8.3e-09,5.3e-05,1.2e-05,APO,"Otto Matic",4396,2012-03-27,2024-04-09,61,,,0,.77059,,,,,,,,,
20696513,"696513 (2016 NL56)",,609,0.00315,696513,,,Y,Y,0,20.91,,,,,,,,,,,,,,,,0.31,,18,2461000.5,61000,2025-11-21.0,J2000,0.5450,1.407,0.640,4.60,340.89,87.45,147.12,2.17,0.5908,2460751.50,2025-03-17.0,1.67,1.22,3.18,4.57,8.7e-08,5.6e-09,1.2e-07,6.7e-06,8.9e-05,8.3e-05,4.9e-05,8.6e-09,3.5e-09,8.4e-05,3.6e-06,APO,"Otto Matic",7299,2001-08-11,2021-08-05,65,,,0,.55804,,,,,,,,,
20699726,"699726 (2021 GR12)",,1.1e+03,0.103,699726,,,Y,N,0,18.01,,,,,,,,,,,,,,,,0.19,,19,2461000.5,61000,2025-11-21.0,J2000,0.7393,2.087,0.544,13.72,186.78,239.77,262.94,3.63,0.3268,2461297.45,2026-09-13.9,3.02,40.2,1.93,3.32,1.0e-07,6.8e-08,2.2e-07,9.0e-06,4.5e-05,4.3e-05,1.7e-05,1.2e-07,1.6e-08,6.1e-05,5.4e-05,APO,"Otto Matic",4344,2012-05-18,2024-04-09,261,,,0,.37399,,,,,,,,,
20706765,"706765 (2010 TK7)",0.379,364,0.082,706765,,,Y,N,0,20.78,,,,,,,,0.059,,,,,,,,,0.12,25,2461000.5,61000,2025-11-21.0,J2000,0.1903,0.9986,0.809,20.91,96.42,46.06,306.87,1.19,0.9877,2461054.29,2026-01-13.7,0.998,31.9,3.89,6.01,2.8e-07,5.7e-09,2.8e-07,3.0e-05,7.3e-05,7.2e-05,4.7e-05,6.8e-09,8.5e-09,4.8e-05,3.1e-06,ATE,"Otto Matic",4115,2010-10-01,2022-01-06,153,,,0,.53787,,,,,,,,,
